"","s.French_flat","s.Hazel_Dell","s.Horse_Rock","s.Lower_Table","s.Roxy_Ann","s.Upper_Table","s.Upper_Weir","s.Whetstone","s.Whidbey","index","stat","p.value"
"OTU1299:6grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU488:53grass",0,1,0,0,0,0,0,0,0,2,0.164676930494179,0.8627
"OTU3676:6grass",1,0,0,0,0,0,0,0,0,1,0.234178551936344,0.4872
"OTU241:6grass",0,0,0,0,1,0,0,0,0,5,0.452924341812906,5e-04
"OTU3247:106grass",1,0,0,0,0,0,0,0,0,1,0.416956472341872,0.0012
"OTU1259:6grass",0,1,1,0,0,0,1,1,1,345,0.212933395921176,0.4126
"OTU1749:93grass",1,0,0,0,0,0,0,0,0,1,0.202975181380491,0.4543
"OTU2088:20grass",0,0,0,0,1,1,0,0,0,36,0.330833610148553,0.0174
"OTU2325:138grass",0,0,1,0,0,0,0,0,0,3,0.257862587193586,0.1343
"OTU213:15grass",0,0,0,0,1,1,0,0,0,36,0.446521178135225,9e-04
"OTU481:48grass",0,0,1,0,0,0,0,0,0,3,0.189965087999364,0.6592
"OTU1664:94grass",1,0,1,1,0,0,0,0,1,155,0.202924525932398,0.5029
"OTU3287:6grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1931:104grass",0,0,0,1,0,0,0,1,0,34,0.576511237536506,1e-04
"OTU2045:8grass",1,0,0,0,0,0,0,0,0,1,0.204613326908837,0.4711
"OTU3885:113grass",0,0,0,1,1,0,0,0,0,31,0.284682599910114,0.067
"OTU3020:6grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU288:11grass",0,0,0,0,1,1,1,0,0,120,0.0913768879620438,0.9977
"OTU3028:6grass",1,0,0,0,0,0,0,0,0,1,0.316227766016838,0.068
"OTU1797:139grass",0,0,1,0,0,0,0,0,0,3,0.195901660515286,0.5449
"OTU1143:153grass",0,0,0,0,0,0,0,0,1,9,0.254511866031864,0.1519
"OTU3435:6grass",1,0,0,0,0,0,0,0,0,1,0.397942609982369,0.0031
"OTU169:8grass",0,0,0,1,0,0,0,0,0,4,0.607762768423379,1e-04
"OTU2384:7grass",1,0,0,0,0,0,0,0,0,1,0.37173360012824,0.0075
"OTU1979:126grass",0,1,0,0,0,0,0,0,0,2,0.189176394638045,0.7064
"OTU2056:56grass",0,0,1,0,0,0,1,0,0,28,0.306730053075297,0.0389
"OTU1760:9grass",1,0,0,0,0,0,0,0,0,1,0.277485186722573,0.0291
"OTU2800:88grass",1,0,0,0,1,0,0,1,0,66,0.441999767783448,6e-04
"OTU2060:6grass",1,0,0,0,0,0,0,0,0,1,0.255030685225335,0.2945
"OTU2300:6grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU309:6grass",1,0,0,0,0,0,0,0,0,1,0.185340023616757,0.6552
"OTU2703:8grass",1,0,0,0,0,0,0,0,0,1,0.259281489420866,0.1201
"OTU252:8grass",0,0,0,0,0,1,0,0,0,6,0.198172183259621,0.5296
"OTU124:6grass",0,1,0,0,0,0,0,0,0,2,0.280044463793479,0.0333
"OTU183:12grass",0,1,1,0,0,0,0,1,1,200,0.274140924085247,0.0913
"OTU1049:6grass",0,0,0,0,1,0,0,0,0,5,0.274547816560745,0.0398
"OTU97:6grass",0,1,0,0,0,0,0,0,0,2,0.367022628341795,0.0066
"OTU2832:135grass",0,0,0,1,1,1,0,0,1,243,0.259931353787249,0.1269
"OTU2672:6grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3891:6grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3843:6grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2467:72grass",0,0,1,0,0,0,0,0,0,3,0.234167304481652,0.2494
"OTU48:6grass",0,1,0,0,1,0,0,1,0,87,0.315567639389797,0.0243
"OTU1369:38grass",0,1,1,0,0,0,0,0,0,18,0.181395605452489,0.6637
"OTU3608:9grass",1,0,0,0,0,0,0,1,0,16,0.338737548553206,0.015
"OTU2288:7grass",1,0,0,0,0,0,0,0,0,1,0.205593377815455,0.402
"OTU1927:6grass",1,0,0,0,0,0,0,0,1,17,0.179743406854583,1
"OTU3919:89grass",1,0,0,0,0,0,0,0,0,1,0.26944090229245,0.0755
"OTU52:6grass",0,1,0,0,0,0,0,1,0,23,0.244120894299773,0.1592
"OTU3855:102grass",0,0,1,1,0,0,0,0,0,25,0.223577846400044,0.3291
"OTU234:27grass",0,1,1,0,0,1,0,0,1,197,0.300192624765885,0.0462
"OTU186:6grass",0,0,1,0,0,0,1,0,0,28,0.325870468247931,0.0327
"OTU3785:143grass",0,0,1,0,0,0,0,0,0,3,0.196025935834546,0.5461
"OTU3244:29grass",0,1,0,0,0,1,0,0,0,21,0.19556230616949,0.6275
"OTU2710:87grass",0,0,0,0,1,1,0,0,0,36,0.700668793490567,1e-04
"OTU3559:143grass",0,0,0,1,1,0,0,1,1,246,0.160574890003546,0.8363
"OTU3835:62grass",0,0,0,0,0,0,1,0,0,7,0.238365647311398,0.3571
"OTU2945:6grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3427:7grass",1,0,0,0,0,0,0,0,1,17,0.272888411454908,0.126
"OTU2470:128grass",0,1,0,1,0,0,0,0,1,84,0.333057886853453,0.0136
"OTU358:6grass",0,1,0,0,0,1,0,0,1,91,0.258806548201521,0.1478
"OTU2533:61grass",0,0,0,0,0,1,0,0,0,6,0.359204754264235,0.0101
"OTU2166:20grass",0,0,0,0,1,1,0,0,0,36,0.682984911208181,1e-04
"OTU191:19grass",0,0,0,0,1,1,0,0,0,36,0.355948062540157,0.0089
"OTU2272:91grass",1,1,0,1,0,0,0,0,1,140,0.218909853330345,0.3627
"OTU442:6grass",0,1,0,0,0,0,1,1,0,92,0.202019993454058,0.5168
"OTU421:21grass",0,1,0,0,0,0,0,0,0,2,0.258207366222747,0.0911
"OTU319:6grass",0,1,0,0,0,0,0,0,1,24,0.280381508135326,0.101
"OTU2523:28grass",1,0,0,0,0,1,0,1,0,69,0.27185494199858,0.0933
"OTU893:132grass",0,1,0,0,0,0,0,0,1,24,0.325390533697637,0.0242
"OTU3366:22grass",0,0,0,0,0,0,0,0,1,9,0.307267762848545,0.0345
"OTU2893:80grass",0,0,0,0,0,0,0,1,0,8,0.333889330004051,0.0183
"OTU1412:20grass",0,0,0,0,1,1,0,0,0,36,0.623376990168806,1e-04
"OTU2024:8grass",1,0,0,0,0,0,0,0,0,1,0.239379874384632,0.3923
"OTU2744:79grass",1,0,0,0,1,1,0,0,0,64,0.365794325827214,0.0069
"OTU1584:112grass",1,0,0,0,1,1,0,1,0,177,0.452655381498831,2e-04
"OTU2805:88grass",1,0,0,0,1,0,0,1,0,66,0.343600908070631,0.0132
"OTU272:42grass",0,0,1,0,0,0,1,0,0,28,0.206615878104457,0.4987
"OTU347:48grass",0,0,1,0,1,0,0,0,0,26,0.299022058937046,0.0509
"6grass",0,0,0,1,1,0,0,1,0,112,0.221953479873269,0.4032
"OTU450:7grass",1,0,0,0,0,0,0,0,1,17,0.236688109214764,0.2639
"OTU73:7grass",1,0,0,0,0,0,0,0,0,1,0.192682774306001,0.9061
"OTU51:7grass",0,1,1,0,0,0,0,0,0,18,0.219275775104737,0.5041
"OTU632:40grass",0,1,0,0,0,0,1,0,0,22,0.21730777850883,0.4864
"OTU244:7grass",1,0,0,0,0,0,0,0,0,1,0.288115011041553,0.0628
"OTU1247:96grass",1,0,0,0,0,0,0,0,0,1,0.331004791143531,0.0282
"OTU78:7grass",0,0,0,1,0,0,0,0,0,4,0.504442124182303,2e-04
"OTU80:7grass",0,0,0,0,1,1,0,0,0,36,0.548985590154884,1e-04
"OTU1858:118grass",0,1,0,0,0,0,0,0,1,24,0.508842098233046,1e-04
"OTU575:7grass",1,0,1,0,0,0,0,0,0,11,0.205368106564681,0.5563
"OTU109:7grass",1,1,0,0,0,1,0,0,1,147,0.191896447922471,0.6658
"OTU524:7grass",1,0,0,0,0,0,0,0,0,1,0.425459484630584,0.0011
"OTU631:7grass",0,1,0,0,0,0,0,0,0,2,0.166922127866188,0.8678
"OTU534:7grass",1,0,0,0,0,0,0,0,0,1,0.269507813577356,0.1162
"OTU322:44grass",0,0,1,0,0,0,1,0,0,28,0.263338047333674,0.1359
"OTU55:7grass",1,0,0,0,0,0,0,0,0,1,0.279583711105,0.0718
"OTU207:7grass",1,0,0,0,1,1,0,1,1,323,0.190592463452074,0.6427
"OTU342:7grass",1,0,0,0,0,0,0,1,0,16,0.209446512178582,0.4776
"OTU696:31grass",0,1,0,0,0,0,0,0,1,24,0.17512472087054,0.7802
"OTU231:7grass",0,0,0,0,0,0,0,0,1,9,0.223684149270629,0.3264
"OTU774:7grass",1,0,0,0,0,0,0,0,0,1,0.239196720799243,0.4022
"OTU168:20grass",0,0,0,0,1,1,0,0,0,36,0.494105495594441,2e-04
"OTU905:7grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU120:7grass",0,0,0,0,0,0,0,1,0,8,0.239490662755788,0.2312
"OTU804:65grass",0,1,1,0,0,0,1,0,0,77,0.398424235263199,0.002
"OTU1120:7grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU468:13grass",1,0,0,0,0,0,0,0,0,1,0.25512858078991,0.3644
"OTU331:7grass",0,0,0,0,0,1,0,0,0,6,0.306594962039539,0.0426
"OTU323:7grass",0,0,0,0,0,1,1,0,0,40,0.233599235208149,0.4241
"OTU816:7grass",0,1,0,0,0,0,0,0,0,2,0.202325077963116,0.5621
"OTU1884:8grass",1,0,0,0,0,0,0,0,0,1,0.206218445353253,0.474
"OTU198:7grass",0,0,0,0,1,1,0,0,0,36,0.247512742897879,0.22
"OTU1862:7grass",1,0,0,0,0,0,0,0,0,1,0.192540435892068,0.7465
"OTU707:7grass",1,0,0,0,0,1,0,0,0,14,0.207536102713191,0.6636
"OTU2043:7grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2540:32grass",0,1,0,1,0,0,0,0,1,84,0.418469598201963,9e-04
"OTU217:7grass",1,0,1,0,0,1,0,1,0,161,0.232322776907095,0.2718
"OTU129:7grass",0,1,0,0,1,0,0,1,0,87,0.129097262760271,0.9506
"OTU3238:119grass",0,1,0,0,0,0,0,0,1,24,0.397845955972801,0.0013
"OTU3022:7grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU201:7grass",0,0,1,0,1,1,0,1,0,232,0.243506475935414,0.2103
"OTU1111:7grass",1,0,0,0,0,0,0,0,0,1,0.269203749455823,0.0786
"OTU2161:7grass",1,0,0,0,0,0,0,0,0,1,0.24689006519545,0.4006
"OTU394:7grass",0,0,1,0,0,0,0,0,0,3,0.199311990840274,0.4922
"OTU2143:28grass",0,0,0,0,0,0,0,0,1,9,0.419315045614616,9e-04
"OTU2827:93grass",0,1,0,0,0,0,0,0,1,24,0.418668490044888,9e-04
"OTU498:7grass",0,1,0,0,0,0,0,0,0,2,0.250999955500136,0.1824
"OTU501:150grass",0,0,0,0,0,0,0,0,1,9,0.399673133837806,0.002
"OTU3264:7grass",1,0,0,0,0,0,0,0,0,1,0.259281489420866,0.1239
"OTU333:7grass",0,0,0,0,0,0,0,0,1,9,0.443424921229751,9e-04
"OTU2002:7grass",1,0,0,0,0,0,0,0,0,1,0.254807692307692,0.1383
"OTU130:19grass",0,1,0,0,0,0,0,0,0,2,0.197902844684504,0.4365
"OTU1919:143grass",0,0,1,0,0,0,0,0,0,3,0.220802728788643,0.416
"OTU2303:26grass",0,1,1,1,0,1,0,0,1,332,0.11190244875583,0.9741
"OTU36:8grass",0,0,1,0,0,0,0,0,0,3,0.39172482272039,0.0022
"OTU679:36grass",0,1,1,0,0,0,1,0,0,77,0.192007222005577,0.6913
"OTU2933:7grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3409:7grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1524:48grass",0,1,0,0,0,0,0,0,0,2,0.208570900500034,0.4666
"OTU163:13grass",0,0,0,0,1,1,0,1,0,121,0.231096425978124,0.2597
"OTU354:7grass",0,1,0,0,0,0,0,0,0,2,0.19282885661705,0.7548
"OTU155:7grass",0,0,0,0,0,1,0,0,0,6,0.308345974085805,0.0429
"OTU1677:25grass",0,0,0,0,0,1,0,0,0,6,0.253194125263547,0.2721
"OTU3393:7grass",1,0,0,0,0,1,0,0,1,70,0.194257172471453,0.9151
"OTU2532:124grass",0,0,0,1,0,0,0,0,0,4,0.506035115352451,1e-04
"OTU2640:11grass",1,0,1,0,0,0,1,0,0,56,0.247679215470601,0.2018
"OTU1773:41grass",0,0,0,0,0,0,1,0,0,7,0.354729099630239,0.0067
"OTU239:19grass",0,0,0,0,1,1,0,0,0,36,0.247706885973773,0.1929
"OTU3399:97grass",1,0,0,0,0,0,0,1,0,16,0.343612188118391,0.0162
"OTU2356:55grass",0,0,0,0,0,0,1,0,0,7,0.315621445642238,0.0128
"OTU1817:7grass",0,0,0,0,0,0,0,0,1,9,0.176893179603172,0.8642
"OTU2912:8grass",1,0,0,0,0,0,0,0,0,1,0.206218445353253,0.474
"OTU100:7grass",0,0,0,0,1,1,0,0,0,36,0.33914153741914,0.0255
"OTU2001:22grass",0,0,0,0,1,1,0,0,0,36,0.486135557207937,3e-04
"OTU1543:9grass",0,0,0,0,0,1,0,0,0,6,0.238064990887574,0.2328
"OTU2940:7grass",1,0,0,0,0,0,0,0,0,1,0.307428357706232,0.0362
"OTU3417:150grass",0,0,0,0,0,0,0,0,1,9,0.523483301318063,1e-04
"OTU3410:79grass",0,0,0,0,1,1,0,0,0,36,0.489595785797148,1e-04
"OTU324:19grass",0,0,0,0,1,0,0,0,0,5,0.242400183557794,0.451
"OTU440:31grass",0,0,0,0,0,0,0,0,1,9,0.183690979334959,0.6519
"OTU3053:25grass",0,0,0,0,1,1,0,0,0,36,0.247778243223388,0.2282
"OTU171:7grass",0,0,0,0,1,0,0,0,0,5,0.419950586992445,0.0022
"OTU494:7grass",0,1,1,0,1,1,0,0,0,191,0.182171644331377,0.7551
"OTU84:8grass",0,0,0,0,0,1,0,0,0,6,0.329698777444868,0.0309
"OTU65:7grass",0,0,0,1,0,0,0,0,0,4,0.268502459302882,0.1125
"OTU112:31grass",0,1,1,0,0,0,0,0,0,18,0.233460156095173,0.4385
"OTU3570:49grass",0,0,1,0,0,0,1,0,0,28,0.217448318398938,0.3482
"OTU1189:103grass",0,0,0,1,0,0,0,1,0,34,0.55329291570461,1e-04
"OTU302:16grass",0,0,0,0,1,0,0,0,0,5,0.450907768981126,1e-04
"OTU1714:157grass",0,0,0,0,0,0,0,0,1,9,0.499948578422371,2e-04
"OTU3352:7grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU984:140grass",0,0,0,1,0,0,0,1,0,34,0.55494955595933,1e-04
"OTU3612:8grass",1,0,0,0,0,0,0,0,0,1,0.259281489420866,0.1239
"OTU1219:81grass",0,0,0,0,1,1,0,0,0,36,0.29797658524689,0.0484
"OTU3866:96grass",1,0,0,0,0,0,0,0,0,1,0.265898158544256,0.0933
"OTU3456:8grass",1,0,0,0,0,0,0,0,0,1,0.222152268424971,0.474
"OTU1413:134grass",0,1,0,0,0,0,0,0,0,2,0.185151195233802,0.9276
"OTU458:16grass",0,1,0,0,0,0,0,0,0,2,0.28101843070671,0.0792
"OTU2434:128grass",0,1,0,0,0,0,0,0,0,2,0.343021334880756,0.0124
"OTU466:7grass",0,0,0,0,1,1,0,0,0,36,0.254221456350424,0.1896
"OTU2726:55grass",0,0,0,0,0,0,1,0,0,7,0.373736293239371,0.0061
"OTU1466:8grass",1,0,0,0,0,0,0,0,0,1,0.189733799133999,1
"OTU142:8grass",0,0,0,0,0,1,1,0,0,40,0.280071913842779,0.0781
"OTU128:8grass",0,1,0,0,0,1,0,1,0,90,0.298948170827393,0.0417
"OTU284:8grass",1,0,0,0,0,0,0,0,0,1,0.217131977859455,0.4721
"OTU460:8grass",1,0,0,0,0,0,0,1,0,16,0.191671131892973,0.6189
"OTU2663:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU271:8grass",0,1,0,0,0,0,0,0,0,2,0.185499948932166,0.6851
"OTU661:8grass",1,0,0,0,0,1,1,0,0,68,0.201628788448863,0.6296
"OTU522:8grass",1,1,0,0,0,0,0,0,0,10,0.17470250055079,0.8196
"OTU1667:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU258:8grass",1,0,1,0,0,0,0,0,1,58,0.19029756648684,0.6429
"OTU177:8grass",1,0,0,0,0,0,0,0,0,1,0.203046159692586,0.4251
"OTU3469:8grass",1,0,0,0,1,1,0,0,0,64,0.391427955720432,0.0032
"OTU1534:8grass",1,0,0,0,0,0,0,0,0,1,0.191542946557376,1
"OTU57:8grass",0,0,0,0,0,1,0,0,1,42,0.434505745148865,3e-04
"OTU139:21grass",0,0,0,0,0,0,0,0,1,9,0.380323547142444,0.0057
"OTU2029:19grass",1,0,0,0,0,1,0,0,0,14,0.218474969024662,0.4382
"OTU226:8grass",0,0,0,1,1,1,0,1,0,242,0.330133156865912,0.0197
"OTU962:8grass",1,0,0,1,0,0,0,0,0,12,0.251997073970963,0.1718
"OTU1174:15grass",1,0,0,0,0,0,0,0,0,1,0.268772896444217,0.095
"OTU2050:48grass",1,0,0,0,0,0,1,0,0,15,0.202041136133306,0.6302
"OTU3465:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1055:54grass",1,0,0,0,1,1,1,1,0,321,0.222572421141074,0.3309
"OTU2733:139grass",0,0,1,0,0,0,0,0,0,3,0.194233802868082,0.5548
"OTU1378:8grass",1,0,0,0,0,1,0,0,0,14,0.180859836265081,1
"OTU2137:41grass",0,0,0,1,0,0,1,1,0,117,0.370019476584916,0.0039
"OTU3158:89grass",1,0,0,0,0,0,0,0,0,1,0.261700179390313,0.1165
"OTU164:8grass",0,1,0,0,0,1,0,0,1,91,0.189685212410137,0.5949
"OTU455:8grass",0,0,0,0,0,0,0,1,1,45,0.213757902174869,0.5385
"OTU780:32grass",0,0,0,0,0,0,0,0,1,9,0.230030790411044,0.2557
"OTU607:38grass",0,1,1,0,0,0,1,0,0,77,0.397097837024053,0.003
"OTU1743:8grass",1,0,0,0,0,0,0,0,0,1,0.269792837645066,0.0725
"OTU684:8grass",0,0,0,0,0,0,1,0,0,7,0.238150158439108,0.3311
"OTU2084:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1264:143grass",0,0,1,0,0,0,0,0,0,3,0.200873116420109,0.5093
"OTU101:8grass",0,1,0,0,0,0,0,0,0,2,0.200242728430464,0.4087
"OTU3649:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3180:39grass",0,1,0,0,1,0,0,0,1,88,0.187869334269517,0.6368
"OTU3005:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3411:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1893:88grass",1,0,0,0,1,1,0,0,0,64,0.395234024963132,0.0036
"OTU1634:8grass",0,0,0,0,1,1,0,0,0,36,0.230956091349446,0.2872
"OTU3038:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU583:44grass",0,0,1,0,0,0,0,0,0,3,0.173614440944095,0.9107
"OTU2144:84grass",0,0,0,0,1,0,0,0,0,5,0.311991577736726,0.0261
"OTU3811:156grass",0,0,0,1,0,1,0,0,1,116,0.347642201223126,0.0095
"OTU1910:91grass",1,0,0,0,0,1,0,0,0,14,0.33138666801816,0.0218
"OTU3048:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2431:140grass",0,1,1,0,0,0,0,0,0,18,0.170615294528617,0.8185
"OTU3848:88grass",1,0,0,0,1,1,0,0,0,64,0.251507670197044,0.1835
"OTU1161:65grass",0,1,0,0,0,0,0,0,1,24,0.304094535337085,0.046
"OTU3340:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1597:93grass",1,0,0,0,0,0,0,0,0,1,0.201557824897669,0.4212
"OTU3001:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2294:89grass",1,0,0,0,0,0,0,0,0,1,0.351320324086691,0.0065
"OTU1168:38grass",0,0,1,0,0,0,0,0,1,30,0.269490199997462,0.1141
"OTU1183:43grass",0,0,0,0,0,0,0,1,0,8,0.271159842981092,0.1596
"OTU3455:8grass",1,0,0,0,0,0,0,0,0,1,0.24433888871261,0.4693
"OTU3745:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1550:18grass",0,1,0,0,0,1,0,0,1,91,0.387487747624379,0.0024
"OTU3094:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3884:8grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1316:81grass",0,0,0,0,1,0,0,0,0,5,0.31685890289906,0.0169
"OTU647:8grass",1,0,0,0,0,0,0,1,0,16,0.270227735501039,0.0989
"OTU841:44grass",0,0,0,0,0,0,1,0,0,7,0.265151783697297,0.2396
"OTU2441:91grass",1,0,0,0,1,1,0,0,0,64,0.312361347877319,0.0329
"OTU2297:81grass",1,0,0,0,1,0,0,1,0,66,0.365217943619236,0.0074
"OTU3908:104grass",1,0,0,0,0,0,0,1,0,16,0.30045696408449,0.0522
"OTU3386:143grass",0,0,1,0,0,0,0,0,0,3,0.197341281222823,0.5313
"OTU122:8grass",0,0,1,0,0,0,0,0,0,3,0.373664357924356,0.0039
"OTU74:8grass",0,1,0,0,1,1,0,0,1,213,0.282323360890616,0.0739
"OTU1852:89grass",1,0,0,0,0,0,0,0,0,1,0.372135450029773,0.0055
"OTU940:8grass",1,0,0,0,0,0,0,0,0,1,0.192790956156274,0.6731
"OTU140:80grass",0,0,0,1,0,0,0,1,0,34,0.255994812546104,0.1634
"OTU1404:98grass",1,0,0,0,0,0,0,0,0,1,0.184895283668372,0.9912
"OTU3442:80grass",1,0,0,0,1,1,0,0,0,64,0.23948714854998,0.2494
"OTU2425:88grass",1,0,0,0,1,0,0,0,0,13,0.33723294404911,0.0215
"OTU1085:81grass",1,0,0,0,1,0,0,1,0,66,0.223614783319988,0.4208
"OTU3194:80grass",0,0,0,0,1,0,0,1,0,38,0.348993170792853,0.0119
"OTU2151:88grass",0,0,0,0,0,0,0,1,0,8,0.424129689464605,6e-04
"OTU618:20grass",0,0,0,0,1,0,0,0,0,5,0.186935663705079,0.6467
"OTU3267:16grass",1,0,0,0,0,0,0,0,0,1,0.431737256700797,0.0014
"OTU3407:8grass",0,0,0,0,1,0,0,0,0,5,0.269792837645066,0.204
"OTU2358:11grass",0,0,0,0,0,0,1,0,0,7,0.292619524226006,0.0632
"OTU586:26grass",1,0,0,0,0,0,0,0,0,1,0.278250547778802,0.0595
"OTU3768:89grass",1,0,0,0,0,0,0,0,0,1,0.333356483893026,0.0188
"OTU1022:9grass",0,0,0,1,0,0,0,0,0,4,0.2362841400301,0.2696
"OTU1053:9grass",1,0,1,0,0,0,0,0,0,11,0.179234829757176,0.903
"OTU681:9grass",1,0,0,1,0,0,0,1,1,175,0.172158620622875,0.8759
"OTU870:9grass",1,0,0,0,0,0,0,0,0,1,0.269575685720463,0.1159
"OTU1360:9grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU102:9grass",0,0,0,1,1,0,0,0,0,31,0.304578119625643,0.044
"OTU1185:103grass",1,0,0,0,0,1,0,1,0,69,0.234831856011651,0.2657
"OTU257:9grass",0,0,1,0,0,0,0,0,0,3,0.258387372096055,0.1437
"OTU1114:9grass",1,0,0,0,0,1,0,0,0,14,0.221525337331856,0.5971
"OTU1816:23grass",0,0,0,1,0,0,0,1,0,34,0.476047871439355,1e-04
"OTU964:9grass",1,0,0,0,0,0,0,0,0,1,0.235982038444543,0.4723
"OTU412:9grass",1,0,0,0,0,0,0,0,0,1,0.277179900274823,0.0819
"OTU3466:9grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU503:9grass",0,1,1,1,0,0,0,0,0,74,0.166924129002316,0.8738
"OTU1001:9grass",1,0,0,0,0,0,0,0,0,1,0.278939501096645,0.0791
"OTU781:87grass",0,0,0,0,1,0,0,0,0,5,0.248695788109791,0.2603
"OTU400:9grass",1,0,0,0,0,0,0,0,0,1,0.221872120693742,0.3978
"OTU2180:97grass",0,0,0,0,1,1,0,0,0,36,0.263005443553218,0.1107
"OTU317:19grass",0,0,0,0,0,1,0,0,0,6,0.398530719353493,0.0026
"OTU2426:82grass",0,0,0,0,0,1,0,0,0,6,0.303659825341315,0.0272
"OTU3859:9grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU555:9grass",0,0,0,0,0,0,0,0,1,9,0.223455757869612,0.4289
"OTU86:26grass",0,0,0,0,0,0,0,1,0,8,0.279538642602787,0.0552
"OTU1471:9grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU435:9grass",0,1,0,0,0,0,0,0,1,24,0.319262435201872,0.0214
"OTU3448:110grass",1,0,0,0,1,0,0,1,0,66,0.427886407227088,0.001
"OTU3621:20grass",0,0,0,0,1,0,0,0,0,5,0.257557957061242,0.1442
"OTU2250:9grass",1,0,1,0,0,0,1,0,0,56,0.279482431297743,0.0854
"OTU2799:110grass",1,0,0,0,1,1,0,1,0,177,0.407791306693481,0.0022
"OTU162:9grass",0,0,0,0,0,1,1,1,0,126,0.20056420620542,0.5036
"OTU3918:112grass",1,0,0,0,0,0,0,1,0,16,0.243561150223727,0.1405
"OTU203:9grass",0,1,1,0,0,0,0,0,1,79,0.239278349148495,0.2353
"OTU3882:9grass",1,0,0,0,1,0,0,0,0,13,0.251896360929939,0.1997
"OTU416:141grass",1,0,0,0,0,0,0,0,0,1,0.250101179021323,0.1987
"OTU2874:9grass",1,0,0,0,0,0,0,0,0,1,0.222152268424971,0.4776
"OTU1426:93grass",1,0,0,0,0,0,0,0,0,1,0.199413645009094,0.4918
"OTU1830:14grass",1,0,0,0,0,0,0,0,0,1,0.247574813712788,0.3632
"OTU56:9grass",0,0,0,1,0,0,0,0,0,4,0.221744980208671,0.4689
"OTU195:21grass",0,0,0,0,1,0,0,0,0,5,0.237632464753121,0.289
"OTU3270:115grass",0,0,0,1,0,0,0,0,0,4,0.483894038137428,2e-04
"OTU2141:105grass",0,0,0,0,0,0,0,1,0,8,0.273243547179454,0.2071
"OTU1314:150grass",0,0,0,1,0,0,0,0,1,35,0.258936939687468,0.1326
"OTU93:14grass",0,1,1,0,1,1,0,1,1,450,0.142191017475864,0.9555
"OTU403:9grass",1,0,0,0,1,0,0,0,0,13,0.224851587961176,0.5026
"OTU3854:9grass",1,0,0,0,0,1,0,0,0,14,0.209165006633519,0.7159
"OTU357:18grass",1,0,0,0,1,1,0,0,0,64,0.226071534504202,0.3282
"OTU768:10grass",1,0,0,0,0,0,0,0,0,1,0.244695088235396,0.1961
"OTU625:10grass",1,0,0,0,0,0,0,0,0,1,0.334372750843296,0.0303
"OTU709:10grass",1,0,0,0,0,0,0,0,0,1,0.25665150624078,0.1589
"OTU314:10grass",0,0,0,0,1,0,0,0,0,5,0.305704827992455,0.0368
"OTU2831:31grass",0,0,0,1,0,0,0,1,0,34,0.615105193495663,1e-04
"OTU417:10grass",1,1,1,0,1,0,0,0,0,131,0.152766125159738,0.9244
"OTU888:10grass",1,0,0,0,0,0,0,0,0,1,0.246483739100645,0.184
"OTU3388:18grass",0,0,0,0,1,1,0,0,0,36,0.333362926166971,0.027
"OTU887:10grass",1,0,0,0,0,0,0,0,0,1,0.271655541502343,0.1196
